	title	year	rated	min_age	runtime(min)	genres	director	actors	plot	languages	country	awards	imdbRating	rottenTomatoesRating	metacriticRating	boxoffice	production	ReleaseDate	YearReleased	MonthReleased	viewCount	commentCount	likeCount	dislikeCount	Production Budget	Domestic Total Gross	Distributor	polarity	subjectivity	polarity_confidence	subjectivity_confidence	actorAR	directorAR	languageAR	countryAR	genreAR	ratingAR	productionAR	distributionAR
1315	The Lone Ranger	2013	PG-13	13	150	Action; Adventure; Western	Gore Verbinski	Johnny Depp; Armie Hammer; William Fichtner; Tom Wilkinson	In the 1930s an elderly Tonto tells a young boy the tale of John Reid the Lone Ranger An idealistic lawyer he rides with his brother and fellow Texas Rangers in pursuit of the notorious Butch Cavendish Ambushed by the outlaw and left for dead John Reid is rescued by the renegade Comanche Tonto at the insistence of a mysterious white horse and offers to help him to bring Cavendish to justice Becoming a reluctant masked rider with a seemingly incomprehensible partner Reid pursues the criminal against all obstacles However John and Tonto learn that Cavendish is only part of a far greater injustice and the pair must fight it in an adventure that would make them a legend	English; North American Indian	USA	Nominated for 2 Oscars Another 4 wins & 17 nominations	6.5	31.0	37	89289910.0	Walt Disney Pictures	3-Jul-13	2013	7	2608867.0	1079.0	4233.0	363.0	215000000	89302115	Buena Vista	neutral	subjective	0.776509285	1.0	22658969	-20705119	9159624	9575722	28123922	9899276	24295569	24118945
1316	Transformers: The Last Knight	2017	PG-13	13	154	Action; Adventure; Sci-Fi	Michael Bay	Mark Wahlberg; Anthony Hopkins; Josh Duhamel; Laura Haddock	Optimus Prime finds his dead home planet Cybertron in which he comes to find he was responsible for its destruction He finds a way to bring Cybertron back to life but in order to do so Optimus needs to find an artifact that is on Earth	English	USA; China; Canada	15 nominations	5.2	16.0	27	130104634.0	Paramount Pictures	21-Jun-17	2017	6	12216324.0	7572.0	38177.0	4030.0	217000000	130168683	Paramount	negative	subjective	0.561959684	1.0	-594981	0	9159624	25557332	21403795	9899276	22280237	20132369
1317	The Chronicles of Narnia: Prince Caspian	2008	PG	7	150	Action; Adventure; Family	Andrew Adamson	Ben Barnes; Georgie Henley; Skandar Keynes; William Moseley	A year has passed by since the Pevensie children stepped through the wardrobe In Narnia centuries have passed since the defeat of the White Witch Now the foursome are sent back to Narnia to find that everything was destroyed and the Narnia they once knew is gone forever They come to aid the young Prince Caspian who is leading a group of Old Narnians to wage war against his malicious uncle Miraz who rules Narnia with an iron fist Will they succeed? When will Aslan return?	English	USA; Poland; Slovenia; Czech Republic	2 wins & 20 nominations	6.5	67.0	62	141614023.0	Walt Disney Pictures	16-May-08	2008	5	87510.0	8.0	131.0	8.0	225000000	141621490	Buena Vista	negative	subjective	0.48542735	1.0	0	0	9159624	-8997343	32675007	12706625	24295569	24118945
1318	Man of Steel	2013	PG-13	13	143	Action; Adventure; Fantasy	Zack Snyder	Henry Cavill; Amy Adams; Michael Shannon; Diane Lane	A young boy learns that he has extraordinary powers and is not of this Earth As a young man he journeys to discover where he came from and what he was sent here to do But the hero in him must emerge if he is to save the world from annihilation and become the symbol of hope for all mankind	English	USA; Canada; UK	7 wins & 46 nominations	7.1	55.0	55	291021565.0	Warner Bros. Pictures	14-Jun-13	2013	6	40190625.0	47660.0	128173.0	6431.0	225000000	291045518	Warner Bros.	negative	subjective	0.40625897	1.0	33283316	0	9159624	20718828	13918947	9899276	18199373	12943408
1319	Pirates of the Caribbean: Dead Men Tell No Tales	2017	PG-13	13	129	Action; Adventure; Fantasy	Joachim Rønning; Espen Sandberg	Johnny Depp; Javier Bardem; Geoffrey Rush; Brenton Thwaites	Captain Jack Sparrow finds the winds of ill-fortune blowing even more strongly when deadly ghost pirates led by his old nemesis the terrifying Captain Salazar escape from the Devils Triangle determined to kill every pirate at seaincluding him Captain Jacks only hope of survival lies in seeking out the legendary Trident of Poseidon a powerful artifact that bestows upon its possessor total control over the seas	English; Spanish	USA	9 nominations	6.7	30.0	39	172537139.0	Walt Disney Pictures	26-May-17	2017	5	6637412.0	5215.0	59882.0	1230.0	230000000	172558876	Buena Vista	negative	subjective	0.451154649	1.0	-607892	0	15035100	9575722	13918947	9899276	24295569	24118945
1320	Avatar	2009	PG-13	13	162	Action; Adventure; Fantasy	James Cameron	Sam Worthington; Zoe Saldana; Sigourney Weaver; Stephen Lang	When his brother is killed in a robbery paraplegic Marine Jake Sully decides to take his place in a mission on the distant world of Pandora There he learns of greedy corporate figurehead Parker Selfridges intentions of driving off the native humanoid Navi in order to mine for the precious material scattered throughout their rich woodland In exchange for the spinal surgery that will fix his legs Jake gathers intel for the cooperating military unit spearheaded by gung-ho Colonel Quaritch while simultaneously attempting to infiltrate the Navi people with the use of an avatar identity While Jake begins to bond with the native tribe and quickly falls in love with the beautiful alien Neytiri the restless Colonel moves forward with his ruthless extermination tactics forcing the soldier to take a stand - and fight back in an epic battle for the fate of Pandora	English; Spanish	UK; USA	Won 3 Oscars Another 85 wins & 128 nominations	7.8	83.0	83	749700000.0	20th Century Fox	18-Dec-09	2009	12	138214.0	98.0	231.0	28.0	237000000	749766139	Fox	negative	subjective	0.589014113	1.0	64338250	0	15035100	12012154	13918947	9899276	12579404	13031627
1321	Harry Potter and the Half-Blood Prince	2009	PG	7	153	Adventure; Family; Fantasy	David Yates	Daniel Radcliffe; Michael Gambon; Dave Legeno; Elarica Johnson	In the sixth year at Hogwarts School of Witchcraft and in both wizard and muggle worlds Lord Voldemort and his henchmen are increasingly active With vacancies to fill at Hogwarts Professor Dumbledore persuades Horace Slughorn back from retirement to become the potions teacher while Professor Snape receives long awaited news Harry Potter together with Dumbledore must face treacherous tasks to defeat his evil nemesis	English	UK; USA	Nominated for 1 Oscar Another 8 wins & 35 nominations	7.6	84.0	78	301920409.0	Warner Bros. Pictures	15-Jul-09	2009	7	1785444.0		6201.0	167.0	250000000	301959197	Warner Bros.	neutral	objective	0.627950251	1.0	-19436430	0	9159624	12012154	27170619	12706625	18199373	12943408
1322	Pirates of the Caribbean: On Stranger Tides	2011	PG-13	13	136	Action; Adventure; Fantasy	Rob Marshall	Johnny Depp; Penélope Cruz; Geoffrey Rush; Ian McShane	Captain Jack Sparrow (Depp) crosses paths with a woman from his past (Cruz) and hes not sure if its love -- or if shes a ruthless con artist whos using him to find the fabled Fountain of Youth When she forces him aboard the Queen Annes Revenge the ship of the formidable pirate Blackbeard (McShane) Jack finds himself on an unexpected adventure in which he doesnt know who to fear more: Blackbeard or the woman from his past	English; Spanish	USA; UK	2 wins & 31 nominations	6.6	32.0	45	241063875.0	Walt Disney Pictures	20-May-11	2011	5	6513316.0	4756.0	18044.0	486.0	250000000	241071802	Buena Vista	positive	subjective	0.462304115	1.0	-26206468	78002372	15035100	12012154	13918947	9899276	24295569	24118945
1323	John Carter	2012	PG-13	13	132	Action; Adventure; Sci-Fi	Andrew Stanton	Taylor Kitsch; Lynn Collins; Samantha Morton; Willem Dafoe	John Carter a Civil War veteran who in 1868 was trying to live a normal life is asked by the Army to join but he refuses so he is locked up He escapes and is pursued Eventually they run into some Indians and theres a gunfight Carter seeks refuge in a cave While there he encounters someone who is holding some kind of medallion When Carter touches it he finds himself in a place where he can leap incredible heights among other things He later encounters beings he has never seen before He meets a woman who helps him to discover that he is on Mars and he learns theres some kind of unrest going on	English	USA	2 wins & 8 nominations	6.6	51.0	51	73058679.0	Walt Disney Pictures	9-Mar-12	2012	3	8676001.0	3071.0	8869.0	1017.0	250000000	73078100	Buena Vista	negative	subjective	0.747732401	1.0	67833597	0	9159624	9575722	21403795	9899276	24295569	24118945
1324	Avengers: Age of Ultron	2015	PG-13	13	141	Action; Adventure; Sci-Fi	Joss Whedon	Robert Downey Jr.; Chris Hemsworth; Mark Ruffalo; Chris Evans	Tony Stark creates the Ultron Program to protect the world but when the peacekeeping program becomes hostile The Avengers go into action to try and defeat a virtually impossible enemy together Earths mightiest heroes must come together once again to protect the world from global extinction	English	USA	7 wins & 45 nominations	7.4	75.0	66	429113729.0	Walt Disney Pictures	1-May-15	2015	5	43006695.0	23558.0	206351.0	7949.0	250000000	459005868	Buena Vista	positive	objective	0.576582611	0.999999235	-5142338	0	9159624	9575722	21403795	9899276	24295569	24118945
1325	Batman v Superman: Dawn of Justice	2016	PG-13	13	151	Action; Adventure; Fantasy	Zack Snyder	Ben Affleck; Henry Cavill; Amy Adams; Jesse Eisenberg	The general public is concerned over having Superman on their planet and letting the Dark Knight - Batman - pursue the streets of Gotham While this is happening a power-phobic Batman tries to attack SupermanMeanwhile Superman tries to settle on a decision and Lex Luthor the criminal mastermind and millionaire tries to use his own advantages to fight the Man of Steel	English	USA	14 wins & 30 nominations	6.6	27.0	44	293792936.0	Warner Bros. Pictures	25-Mar-16	2016	3	28685027.0	52082.0	177613.0	15705.0	250000000	330360194	Warner Bros.	positive	objective	0.490454882	1.0	73252183	0	9159624	9575722	13918947	9899276	18199373	12943408
1326	Captain America: Civil War	2016	PG-13	13	147	Action; Adventure; Sci-Fi	Anthony Russo; Joe Russo	Chris Evans; Robert Downey Jr.; Scarlett Johansson; Sebastian Stan	With many people fearing the actions of super heroes the government decides to push for the Hero Registration Act a law that limits a heros actions This results in a division in The Avengers Iron Man stands with this Act claiming that their actions must be kept in check otherwise cities will continue to be destroyed but Captain America feels that saving the world is daring enough and that they cannot rely on the government to protect the world This escalates into an all-out war between Team Iron Man (Iron Man Black Panther Vision Black Widow War Machine and Spider-Man) and Team Captain America (Captain America Bucky Barnes Falcon Scarlet Witch Hawkeye and Ant Man) while a new villain emerges	English; German; Xhosa; Russian; Romanian; Hindi	USA; Germany	16 wins & 65 nominations	7.8	91.0	75	408080554.0	Walt Disney Pictures	6-May-16	2016	5	77883508.0	141380.0	656561.0	14598.0	250000000	408084349	Buena Vista	negative	subjective	0.44721365	1.0	22362014	0	43257489	17808743	21403795	9899276	24295569	24118945
1327	The Fate of the Furious	2017	PG-13	13	136	Action; Crime; Thriller	F. Gary Gray	Vin Diesel; Jason Statham; Dwayne Johnson; Michelle Rodriguez	Now that Dom and Letty are on their honeymoon and Brian and Mia have retired from the game-and the rest of the crew has been exonerated-the globetrotting team has found a semblance of a normal life But when a mysterious woman seduces Dom into the world of crime he cant seem to escape and a betrayal of those closest to him they will face trials that will test them as never before From the shores of Cuba and the streets of New York City to the icy plains off the arctic Barents Sea the elite force will crisscross the globe to stop an anarchist from unleashing chaos on the worlds stage and to bring home the man who made them a family	English; Russian	China; USA; Japan	1 win & 7 nominations	6.7	66.0	56	225697400.0	Universal Pictures	14-Apr-17	2017	4	18139267.0	21910.0	149537.0	12126.0	250000000	226008385	Universal	neutral	subjective	0.519333303	1.0	53697760	13202353	15344220	32654839	18416293	9899276	20852222	24540500
1328	The Hobbit: The Desolation of Smaug	2013	PG-13	13	161	Adventure; Fantasy	Peter Jackson	Ian McKellen; Martin Freeman; Richard Armitage; Ken Stott	After successfully crossing over (and under) the Misty Mountains Thorin and Company must seek aid from a powerful stranger before taking on the dangers of Mirkwood Forest--without their Wizard If they reach the human settlement of Lake-town it will be time for the hobbit Bilbo Baggins to fulfill his contract with the dwarves The party must complete the journey to Lonely Mountain and burglar Baggins must seek out the Secret Door that will give them access to the hoard of the dragon Smaug And where has Gandalf got off to? And what is his secret business to the south?	English	USA; New Zealand	Nominated for 3 Oscars Another 16 wins & 86 nominations	7.9	75.0	66	180443783.0	Warner Bros.	13-Dec-13	2013	12	58890.0	1.0	41.0	3.0	250000000	258366855	Warner Bros. (New Line)	neutral	subjective	0.478858471	1.0	-11916666	0	9159624	25900825	8796158	9899276	-2697372	34076409
1329	Spider-Man 3	2007	PG-13	13	139	Action; Adventure; Sci-Fi	Sam Raimi	Tobey Maguire; Kirsten Dunst; James Franco; Thomas Haden Church	Peter Parker has finally managed to piece together the once-broken parts of his life maintaining a balance between his relationship with Mary-Jane and his responsibility as Spider-Man But more challenges arise for our young hero Peters old friend Harry Obsourne has set out for revenge against Peter taking up the mantle of his late fathers persona as The New Goblin and Peter must also capture Uncle Bens real killer Flint Marko who has been transformed into his toughest foe yet the Sandman All hope seems lost when suddenly Peters suit turns jet-black and greatly amplifies his powers But it also begins to greatly amplify the much darker qualities of Peters personality that he begins to lose himself to Peter has to reach deep inside himself to free the compassionate hero he used to be if he is to ever conquer the darkness within and face not only his greatest enemies but alsohimself	English; French	USA	Nominated for 1 BAFTA Film Award Another 3 wins & 32 nominations	6.2	63.0	59	336530303.0	Sony Pictures	4-May-07	2007	5	1988194.0	580.0			258000000	336530303	Sony / Columbia	negative	subjective	0.404932648	1.0	-7512643	12100625	14027331	9575722	21403795	9899276	21745046	20441134
