X,title,year,rated,min_age,runtime.min.,genres,director,actors,plot,languages,country,awards,imdbRating,rottenTomatoesRating,metacriticRating,boxoffice,production,ReleaseDate,YearReleased,MonthReleased,viewCount,commentCount,likeCount,dislikeCount,Production.Budget,Domestic.Total.Gross,Distributor,polarity,subjectivity,polarity_confidence,subjectivity_confidence,actorAR,directorAR,languageAR,countryAR,genreAR,ratingAR,productionAR,distributionAR,Domestic.Total.Gross_ln,Domestic.Total.Gross_sqrt,likeCount_ln,dislikeCount_ln,dislikeCount_rc,like_ratio
828,Marie Antoinette,2006,PG-13,13,123,Biography; Drama; History,Sofia Coppola,Kirsten Dunst; Jason Schwartzman; Judy Davis; Rip Torn,All eyes will be on you says the Austrian Empress Maria Theresa to her youngest daughter Marie Antoinette The film marketed for a teen audience is an impressionistic retelling of Marie Antoinettes life as a young queen in the opulent and eccentric court at Versailles The film focuses on Marie Antoinette as she matures from a teenage bride to a young woman and eventual queen of France,English; French; Latin,USA; France; Japan,Won 1 Oscar Another 18 wins & 23 nominations,6.4,54,65,15962471,Sony Pictures,20-Oct-06,2006,10,2103473,1051,2942,165,40000000,15962471,Sony / Columbia,neutral,subjective,0.951727152,1,-64351517,-10201538,28094734,30197448,12254326,9899276,21745046,20441134,16.585750962563253,3995.306120937418,7.9868449011613825,5.10594547390058,165,17.830303030303032
829,The Lake House,2006,PG,7,99,Drama; Fantasy; Romance,Alejandro Agresti,Keanu Reeves; Sandra Bullock; Christopher Plummer; Ebon Moss-Bachrach,When two people connect the bond between them can be so pure and simple as to stir hearts in heaven When they connect in all the right places at all the wrong times heaven weeps for broken hearts To heal these broken hearts heaven breaks time,English,USA,2 wins & 2 nominations,6.8,35,52,523e5,Warner Bros. Pictures,16-Jun-06,2006,6,1256375,248,2422,73,40000000,52330111,Warner Bros.,positive,subjective,0.706121504,1,81854508,12330111,9159624,9575722,16307194,12706625,18199373,12943408,17.773082499500354,7233.955418718034,7.792348924113037,4.290459441148391,73,33.178082191780824
830,The Prestige,2006,PG-13,13,130,Drama; Mystery; Sci-Fi,Christopher Nolan,Hugh Jackman; Christian Bale; Michael Caine; Piper Perabo,In the end of the Nineteenth Century in London Robert Angier his beloved wife Julia McCullough and Alfred Borden are friends and assistants of a magician When Julia accidentally dies during a performance Robert blames Alfred for her death and they become enemies Both become famous and rival magicians sabotaging the performance of the other on the stage When Alfred performs a successful trick Robert becomes obsessed trying to disclose the secret of his competitor with tragic consequences,English,USA; UK,Nominated for 2 Oscars Another 5 wins & 36 nominations,8.5,75,66,531e5,Buena Vista Pictures,20-Oct-06,2006,10,702393,NA,NA,NA,40000000,53089891,Buena Vista,neutral,subjective,0.749243021,1,73842627,13089891,9159624,12012154,26115993,9899276,28777378,24118945,17.7874970914404,7286.281012972256,NA,NA,NA,NA
831,The Wicker Man,2006,PG-13,13,102,Horror; Mystery; Thriller,Neil LaBute,Nicolas Cage; Ellen Burstyn; Kate Beahan; Frances Conroy,While recovering from a tragic accident on the road the patrolman Edward Malus receives a letter from his former fiancée Willow who left him years ago without any explanation telling that her daughter Rowan is missing Edward travels to the private island of Summerisle where Willow lives in an odd community that plant fruits and she reveals that Rowan is actually their daughter Along his investigation with the hostile and unhelpful dwellers Edward discloses that the locals are pagans practicing old rituals to improve their harvest and Rowan is probably alive and being prepared to be sacrificed When he locates the girl he finds also the dark truth about the wicker man,English,USA; Germany; Canada,2 wins & 7 nominations,3.7,NA,36,NA,NA,1-Sep-06,2006,9,199145,0,NA,NA,40000000,23649127,Warner Bros.,neutral,subjective,0.563539803,1,-27899984,306351,9159624,26515417,42232052,9899276,2061285,12943408,16.978836758901664,4863.036808415088,NA,NA,NA,NA
832,Delgo,2008,PG,7,94,Animation; Adventure; Comedy,Marc F. Adler; Jason Maurer,Freddie Prinze Jr.; Chris Kattan; Jennifer Love Hewitt; Anne Bancroft,In an exotic divided land Delgo an adventurous dreamer but naive teenager must rally his group of troubled youth and some unlikely friends to protect their world from conflict between the terrestrial Lockni people who harness the mysteries of the land And the winged Nohrin people who rule the skies They live - segregated - in an uneasy peace until Delgo was framed for a crime he did not commit After enlisting the help of a unlikely friend to escape a Nohri prison Delgo discovers Imhoff is in danger so he must unite the two races against a common foe,English,USA,NA,4.4,12,27,511920,Freestyle Releasing,12-Dec-08,2008,12,298807,278,204,314,40000000,694782,Freestyle Releasing,neutral,subjective,0.634783268,1,-157220872,-78610436,9159624,9575722,22293110,12706625,-13680536,-10093975,13.45135340627775,833.5358420607959,5.318119993844216,5.749392985908253,314,0.6496815286624203
833,Made of Honor,2008,PG-13,13,101,Comedy; Romance,Paul Weiland,Patrick Dempsey; Michelle Monaghan; Kevin McKidd; Kadeem Hardison,Made of Honor revolves around Tom and Hannah who have been platonic friends for 10 years Hes a serial dater while she wants marriage but hasnt found Mr Right Just as Tom is starting to think that he is relationship material after all Hannah gets engaged When she asks Tom to be her maid of honor he reluctantly agrees just so he can attempt to stop the wedding and woo her,English,USA; UK,1 win & 1 nomination,5.9,14,37,46012734,Sony Pictures/Columbia,2-May-08,2008,5,697091,71,835,27,40000000,46012734,Sony / Columbia,neutral,subjective,0.511989892,1,20571755,6012734,9159624,12012154,22007079,9899276,19319035,20441134,17.644428742231053,6783.26868110058,6.727431724850855,3.295836866004329,27,30.925925925925927
834,Vantage Point,2008,PG-13,13,90,Action; Crime; Drama,Pete Travis,Dennis Quaid; Matthew Fox; Forest Whitaker; Bruce McGill,The President of the United States is in Salamanca Spain about to address the city in a public square We see a plain-clothes cop his girlfriend with another man a mother and child an American tourist with a video camera and a Secret Service agent newly returned from medical leave Shots ring out and the President falls a few minutes later we hear a distant explosion then a bomb goes off in the square Those minutes are retold several times emphasizing different characters actions Gradually we discover whos behind the plot Is the Secret Service one step ahead or have the Presidents adversaries thought of everything?,English; Spanish,USA,2 wins & 2 nominations,6.6,35,40,72266306,Sony Pictures Releasing,22-Feb-08,2008,2,43830,7,38,0,40000000,72266306,Sony / Columbia,neutral,subjective,0.733641744,1,78420446,32266306,15035100,9575722,13464425,9899276,32266306,20441134,18.095868548074293,8500.959122357901,3.6375861597263857,-Inf,1,38
835,Amelia,2009,PG,7,111,Adventure; Biography; Drama,Mira Nair,Hilary Swank; Richard Gere; Ewan McGregor; Christopher Eccleston,Amelia Earhart a Kansas girl discovers the thrill of aviation at age 23 and within 12 years has progressed to winning the Distinguished Flying Cross for being the first woman to pilot a plane solo across the Atlantic Ocean At age 39 she sets out on an attempt to circumnavigate the globe an adventure that catapults her into aviation myth,English,USA; Canada,3 wins & 4 nominations,5.8,20,37,14195118,Fox Searchlight Pictures,23-Oct-09,2009,10,1509201,441,1661,129,40000000,14245415,Fox Searchlight,neutral,subjective,0.675864875,1,-43858407,-19433285,9159624,18282396,20108730,12706625,8804638,9722257,16.47194565851892,3774.3098706915944,7.415175109613295,4.859812404361672,129,12.875968992248062
836,Fantastic Mr. Fox,2009,PG,7,87,Animation; Adventure; Comedy,Wes Anderson,George Clooney; Meryl Streep; Jason Schwartzman; Bill Murray,It is the story of one Mr Fox and his wild-ways of hen heckling turkey taking and cider sipping nocturnal instinctive adventures He has to put his wild days behind him and do what fathers do best: be responsible He is too rebellious He is too wild He is going to try just one more raid on the three nastiest meanest farmers that are Boggis Bunce and Bean It is a tale of crossing the line of family responsibilities and midnight adventure and the friendships and awakenings of this country life that is inhabited by Fantastic Mr Fox and his friends,English; French,USA,Nominated for 2 Oscars Another 32 wins & 60 nominations,7.8,93,83,21e6,20th Century Fox,13-Nov-09,2009,11,5507239,2893,12782,738,40000000,21002919,Fox,neutral,subjective,0.549576938,1,8598474,5257692,14027331,9575722,22293110,12706625,12579404,13031627,16.860171986028092,4582.894172899915,9.455793210210228,6.6039438246004725,738,17.319783197831978
837,Ninja Assassin,2009,R,17,99,Action; Crime; Fantasy,James McTeigue,Rain; Joon Lee; Jonathan Chan-Pensley; Ill-Young Kim,Trained since childhood to be a lethal killer Raizo has since turned his back on the Ozunu clan that raised him and now seeks revenge for their heartless murders Teaming up with Europol investigator Mika Raizo steadily butchers his enemies while inching ever closer to the long-awaited bloody reunion with his former master,English,Germany; USA,NA,6.4,25,34,38105077,Warner Bros. Pictures/Dark Castle Ent.,25-Nov-09,2009,11,3589333,1003,5234,281,40000000,38122883,Warner Bros.,negative,subjective,0.450169981,1,-7508468,7316959,9159624,17808743,7163496,8133748,-1877117,12943408,17.45632526348127,6174.373085585289,8.562931083090092,5.638354669333745,281,18.626334519572953
838,The Bounty Hunter,2010,PG-13,13,110,Action; Comedy; Romance,Andy Tennant,Gerard Butler; Jennifer Aniston; Gio Perez; Joel Marsh Garland,Milo Boyd a down-on-his-luck bounty hunter gets his dream job when he is assigned to track down his bail-jumping ex-wife reporter Nicole Hurly He thinks all thats ahead is an easy payday but when Nicole gives him the slip so she can chase a lead on a murder cover-up Milo realizes that nothing ever goes simply with him and Nicole The exes continually one-up each other - until they find themselves on the run for their lives They thought their promise to love honor and obey was tough - staying alive is going to be a whole lot tougher,English; Ukrainian,USA,4 wins & 5 nominations,5.5,13,22,667e5,Sony Pictures,19-Mar-10,2010,3,1130646,48,1344,68,40000000,67061228,Sony / Columbia,neutral,subjective,0.49454391,1,66545822,27061228,16312415,9575722,27129868,9899276,21745046,20441134,18.021116610794135,8189.092013159945,7.203405521083095,4.219507705176107,68,19.764705882352942
839,Get Him to the Greek,2010,R,17,109,Adventure; Comedy; Music,Nicholas Stoller,Russell Brand; Rose Byrne; Tyler McKinney; Zoe Salmon,English rock star Aldous Snow relapses into drugs and booze after a break up and a disastrous record In LA Aaron Green works for a record company stuck in recession Aarons boss gives him a career making task - to bring Aldous from London to LA for a concert in 72 hours That day Aarons girlfriend Daphne tells him she wants to finish her medical residency in Seattle Aarons sure this ends their relationship In London things arent much better: Aldous delays their departure several times plies Aaron with vices and alternates between bad behavior and trenchant observations Can Aaron moderate Aldouss substance abuse and get him to the Greek? What about Daphne?,English,USA,14 nominations,6.4,72,65,60923325,Universal Pictures,4-Jun-10,2010,6,313276,239,712,71,40000000,60974475,Universal,neutral,subjective,0.644076824,1,80256308,24867567,9159624,9575722,34506575,8133748,20852222,24540500,17.92596589194309,7808.615434249532,6.568077911411976,4.2626798770413155,71,10.028169014084508
840,Morning Glory,2010,PG-13,13,107,Comedy; Drama; Romance,Roger Michell,Rachel McAdams; Noah Bean; Jack Davidson; Vanessa Aspillaga,Becky (Rachel McAdams) is a hard-working morning TV show producer or at least she was until she got fired Desperate to get a job she finally gets an interview with Jerry (Jeff Goldblum) - who is desperate to hire a producer for the struggling show Daybreak Becky accepts the job and it proves to be more difficult than even she might be able to handle She has to fire the sexist co-host then try to convince egotistical news reporter Mike Pomeroy (Harrison Ford) to take the job and then try and get him to actually do the job properly And she has to do this while falling for handsome Adam (Patrick Wilson) and trying to save the show from plummeting ratings Will Becky be able to hold on to her dream job and her sanity?,English; Ukrainian,USA,1 win & 3 nominations,6.5,56,57,30982329,Paramount Studios,10-Nov-10,2010,11,5801669,1408,6710,287,40000000,31011732,Paramount,negative,subjective,0.710689485,1,15458631,-8988268,16312415,9575722,27926409,9899276,-7228379,20132369,17.249876142467574,5568.817827869753,8.811354229965728,5.659482215759621,287,23.37979094076655
841,The Social Network,2010,PG-13,13,120,Biography; Drama,David Fincher,Jesse Eisenberg; Rooney Mara; Bryan Barter; Dustin Fitzsimons,On a fall night in 2003 Harvard undergrad and computer programming genius Mark Zuckerberg sits down at his computer and heatedly begins working on a new idea In a fury of blogging and programming what begins in his dorm room soon becomes a global social network and a revolution in communication A mere six years and 500 million friends later Mark Zuckerberg is the youngest billionaire in history but for this entrepreneur success leads to both personal and legal complications,English; French,USA,Won 3 Oscars Another 165 wins & 168 nominations,7.7,96,95,964e5,Columbia Pictures,1-Oct-10,2010,10,10499260,8695,24466,1253,40000000,96962694,Sony / Columbia,neutral,objective,0.737851143,1,146339232,27028932,14027331,9575722,10930973,9899276,12442899,20441134,18.38983686455276,9846.963694459322,10.105039677606861,7.133295954896068,1253,19.525937749401436
