Name,Afghanistan,Albania,Algeria,American Samoa,Andorra,Angola,Anguilla,Antarctica,Antigua & Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia,Bosnia & Herzegovina,Botswana,Bouvet Island,Brazil,British Indian Ocean Territory,British Virgin Islands,Brunei,Bulgaria,Burkina Faso,Burundi,Cambodia,Cameroon,Canada,Cape Verde,Caribbean Netherlands,Cayman Islands,Central African Republic,Chad,Chile,China,Christmas Island,Cocos (Keeling) Islands,Colombia,Comoros,Congo - Brazzaville,Congo - Kinshasa,Cook Islands,Costa Rica,Croatia,Cuba,Curaçao,Cyprus,Czechia,Côte d’Ivoire,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Ethiopia,Falkland Islands (Islas Malvinas),Faroe Islands,Fiji,Finland,France,French Guiana,French Polynesia,French Southern Territories,Gabon,Gambia,Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guadeloupe,Guam,Guatemala,Guernsey,Guinea,Guinea-Bissau,Guyana,Haiti,Heard & McDonald Islands,Honduras,Hong Kong,Hungary,Iceland,India,Indonesia,Iran,Iraq,Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Jersey,Jordan,Kazakhstan,Kenya,Kiribati,Kosovo,Kuwait,Kyrgyzstan,Laos,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,Macau,Macedonia (FYROM),Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Martinique,Mauritania,Mauritius,Mayotte,Mexico,Micronesia,Moldova,Monaco,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Myanmar (Burma),Namibia,Nauru,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Niue,Norfolk Island,North Korea,Northern Mariana Islands,Norway,Oman,Pakistan,Palau,Palestine,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Pitcairn Islands,Poland,Portugal,Puerto Rico,Qatar,Romania,Russia,Rwanda,Réunion,Samoa,San Marino,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Sint Maarten,Slovakia,Slovenia,Solomon Islands,Somalia,South Africa,South Georgia & South Sandwich Islands,South Korea,South Sudan,Spain,Sri Lanka,St. Barthélemy,St. Helena,St. Kitts & Nevis,St. Lucia,St. Martin,St. Pierre & Miquelon,St. Vincent & Grenadines,Sudan,Suriname,Svalbard & Jan Mayen,Swaziland,Sweden,Switzerland,Syria,São Tomé & Príncipe,Taiwan,Tajikistan,Tanzania,Thailand,Timor-Leste,Togo,Tokelau,Tonga,Trinidad & Tobago,Tunisia,Turkey,Turkmenistan,Turks & Caicos Islands,Tuvalu,U.S. Outlying Islands,U.S. Virgin Islands,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States,Uruguay,The 40-Year-Old Virgin,Uzbekistan,Vanuatu,Vatican City,Venezuela,Vietnam,Wallis & Futuna,Western Sahara,Yemen,Zambia,Zimbabwe,Åland Islands
1915,0,0,0,0,0,0,0,0,0,4,100,0,12,10,0,0,0,0,0,6,7,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,9,0,0,0,0,0,4,3,0,0,5,0,0,0,0,0,4,0,0,0,7,0,11,0,0,7,3,1,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,6,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,1,1,2,0,10,0,3,9,0,2,0,0,6,0,0,0,0,0,0,9,0,0,0,0,0,5,59,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,6,0,12,0,0,0,0,0,0,0,6,0,2,0,0,0,0,0,3,2,0,5,4,0,0,3,9,0,0,0,0,0,0,9,0,0,3,0,4,0,0,0,3,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,0,2,0,0,1,0,0,0,0,0,0,21,0,0,0,0,0,0,8,3,8,11,7,Uzbekistan,Vanuatu,Vatican City,Venezuela,Vietnam,Wallis & Futuna,Western Sahara,Yemen,Zambia,Zimbabwe,Åland Islands,
Alex of Venice,0,0,0,0,0,0,0,0,0,45,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,27,34,42,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,21,0,79,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,90,0,33,0,0,0,77,0,0,0,0,0,38,0,40,0,0,60,0,0,0,0,0,40,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,54,33,37,0,Uzbekistan,Vanuatu,Vatican City,Venezuela,Vietnam,Wallis & Futuna,Western Sahara,Yemen,Zambia,Zimbabwe,Åland Islands,
Beyond the Reach,0,0,18,0,0,0,0,0,0,29,0,0,48,17,0,0,0,33,0,0,18,0,0,0,0,0,55,0,0,6,0,0,0,12,0,0,0,0,52,0,0,0,0,0,22,0,0,0,10,0,0,0,0,0,63,0,0,0,12,0,33,0,0,0,0,23,0,0,0,49,0,0,0,0,20,19,0,0,0,0,0,0,9,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,32,25,0,20,21,20,0,55,0,24,9,90,4,0,36,0,44,0,0,28,0,0,0,89,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,26,0,0,0,0,0,27,0,65,0,0,26,0,0,0,0,24,0,55,0,0,0,0,0,4,65,0,14,24,0,54,25,8,0,0,0,0,22,0,28,0,0,45,0,28,38,0,0,100,0,38,0,7,40,0,0,0,0,0,0,0,0,0,0,0,23,11,0,0,15,0,0,18,0,0,0,0,0,20,13,0,0,0,0,0,0,9,57,31,45,39,Uzbekistan,Vanuatu,Vatican City,Venezuela,Vietnam,Wallis & Futuna,Western Sahara,Yemen,Zambia,Zimbabwe,Åland Islands,
Child 44,0,0,0,0,0,0,0,0,0,11,0,0,32,9,0,0,0,16,0,0,15,0,0,0,0,0,49,0,0,3,0,0,0,27,0,0,0,0,24,0,0,0,0,0,9,0,0,0,4,0,0,0,0,0,63,0,0,54,50,0,20,0,0,0,0,16,0,0,0,0,0,0,0,0,10,6,0,0,0,0,0,60,6,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,25,28,0,10,12,21,0,100,0,23,41,0,1,0,17,0,22,0,0,29,0,0,35,45,0,0,0,0,29,0,0,71,0,0,19,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,8,0,0,0,0,0,20,0,44,0,0,15,0,0,0,0,18,0,22,0,0,0,0,0,0,20,0,44,14,25,32,57,8,0,0,0,0,13,0,71,0,0,44,0,23,30,0,0,41,0,9,0,6,22,0,0,0,0,0,0,0,0,0,0,0,59,16,0,0,11,0,0,10,0,0,0,0,0,0,7,0,0,0,0,0,0,7,33,69,22,0,Uzbekistan,Vanuatu,Vatican City,Venezuela,Vietnam,Wallis & Futuna,Western Sahara,Yemen,Zambia,Zimbabwe,Åland Islands,
Monkey Kingdom,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,5,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,4,2,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,7,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,11,0,1,0,10,0,0,0,0,0,0,0,3,0,3,0,0,6,0,0,0,0,0,5,0,2,0,1,100,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,11,16,0,Uzbekistan,Vanuatu,Vatican City,Venezuela,Vietnam,Wallis & Futuna,Western Sahara,Yemen,Zambia,Zimbabwe,Åland Islands,
Paul Blart: Mall Cop 2,0,0,17,0,0,0,0,0,0,6,0,0,47,0,0,0,0,0,0,0,10,0,0,0,0,0,26,0,0,1,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,20,0,0,56,0,0,13,0,0,0,0,22,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,2,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,8,8,16,20,41,0,20,2,0,0,0,38,0,0,0,0,56,0,0,0,60,0,0,0,0,0,0,0,0,0,0,48,0,0,86,0,0,0,0,0,5,0,0,0,0,0,0,19,0,0,0,0,0,11,0,32,0,0,0,0,0,0,0,24,0,34,0,0,0,0,0,4,34,0,5,0,71,57,61,0,0,0,0,0,34,0,22,0,0,41,0,0,0,0,0,33,0,0,0,2,27,0,0,0,0,0,0,0,0,0,0,0,13,4,0,0,0,0,0,14,0,0,0,0,100,28,3,0,0,0,0,0,0,0,55,29,59,0,Uzbekistan,Vanuatu,Vatican City,Venezuela,Vietnam,Wallis & Futuna,Western Sahara,Yemen,Zambia,Zimbabwe,Åland Islands,
The Road Within,0,0,0,0,0,0,0,0,0,22,0,0,71,15,0,0,0,24,0,0,15,0,0,0,0,0,40,0,0,6,0,0,0,0,0,0,0,0,36,0,0,0,0,0,21,0,0,0,7,0,0,0,0,0,37,0,0,0,43,0,20,0,0,0,0,13,0,0,0,0,0,0,0,0,14,14,0,0,0,0,0,0,9,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,30,21,0,26,12,18,0,72,0,24,11,0,2,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,89,0,0,100,0,0,47,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,14,0,0,0,0,0,21,0,99,0,0,47,0,0,0,0,28,0,34,0,0,0,0,0,0,50,0,15,36,59,0,23,14,0,0,0,0,18,0,49,0,0,49,0,40,36,0,0,75,0,9,0,10,0,0,0,0,0,0,0,0,0,0,0,0,22,13,0,0,0,0,0,26,0,0,0,0,0,0,19,0,0,0,0,0,0,11,39,51,69,0,Uzbekistan,Vanuatu,Vatican City,Venezuela,Vietnam,Wallis & Futuna,Western Sahara,Yemen,Zambia,Zimbabwe,Åland Islands,
True Story,0,0,0,0,0,0,0,0,0,6,0,0,70,7,0,0,0,26,0,0,10,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,63,0,0,0,0,0,8,0,0,0,4,0,0,0,0,0,21,0,0,0,0,0,19,0,0,0,0,10,0,0,0,0,0,0,0,0,11,4,0,0,0,0,0,0,6,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,16,10,0,32,16,0,0,70,0,12,6,0,2,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,13,0,66,0,0,43,0,0,0,0,34,0,31,0,0,0,0,0,0,100,0,7,14,0,0,11,2,0,0,0,0,12,0,20,0,0,43,0,0,0,0,0,53,0,9,0,4,36,0,0,0,0,0,0,0,0,0,0,0,24,9,0,0,0,0,0,8,0,0,0,0,0,0,2,0,0,0,0,0,0,0,39,59,82,0,Uzbekistan,Vanuatu,Vatican City,Venezuela,Vietnam,Wallis & Futuna,Western Sahara,Yemen,Zambia,Zimbabwe,Åland Islands,
Unfriended,0,0,13,0,0,0,0,0,0,18,0,0,37,6,0,0,0,13,0,0,11,0,0,0,0,0,0,0,0,5,0,0,0,12,0,0,0,0,29,0,0,0,0,0,17,0,0,0,10,0,0,0,0,0,15,0,0,0,10,0,12,0,0,0,18,15,0,0,0,33,0,0,0,0,6,18,0,0,0,0,0,0,4,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,13,12,0,8,8,0,0,37,0,9,18,0,1,0,14,0,0,0,0,24,0,0,42,0,0,0,0,0,30,0,0,0,0,0,32,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,19,0,0,0,0,0,13,0,36,0,0,0,0,0,0,0,14,0,24,0,0,0,0,0,6,100,0,7,17,35,28,21,2,0,0,0,0,13,0,21,0,0,40,0,11,18,0,0,18,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,12,10,0,0,4,0,0,13,0,0,0,0,0,27,4,0,0,0,0,0,0,0,30,31,34,28,Uzbekistan,Vanuatu,Vatican City,Venezuela,Vietnam,Wallis & Futuna,Western Sahara,Yemen,Zambia,Zimbabwe,Åland Islands,
Adult Beginners,0,0,0,0,0,0,0,0,0,7,0,0,76,8,0,0,0,22,0,0,8,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,52,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,26,0,0,0,8,0,13,0,0,0,0,11,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,5,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,13,8,0,14,5,9,0,100,0,11,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,9,0,0,0,0,0,15,0,85,0,0,0,0,0,0,0,9,0,25,0,0,0,0,0,0,36,0,6,10,0,0,13,2,0,0,0,0,9,0,16,0,0,43,0,0,0,0,0,67,0,13,0,6,0,0,0,0,0,0,0,0,0,0,0,0,12,10,0,0,7,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,26,90,41,0,Uzbekistan,Vanuatu,Vatican City,Venezuela,Vietnam,Wallis & Futuna,Western Sahara,Yemen,Zambia,Zimbabwe,Åland Islands,
Blackbird,0,0,0,0,0,0,0,0,0,41,0,0,100,24,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,75,0,0,0,0,0,32,0,0,0,9,0,0,0,0,0,18,0,0,0,27,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,55,21,0,0,0,0,0,0,22,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,29,25,0,8,20,0,0,85,0,26,24,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,40,0,80,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,11,48,0,17,25,0,0,12,10,0,0,0,0,0,0,0,0,0,52,0,18,0,0,0,51,0,14,0,17,0,0,0,0,0,0,0,0,0,0,0,0,48,35,0,0,6,0,0,13,0,0,0,0,0,0,7,0,0,0,0,0,0,9,14,82,85,0,Uzbekistan,Vanuatu,Vatican City,Venezuela,Vietnam,Wallis & Futuna,Western Sahara,Yemen,Zambia,Zimbabwe,Åland Islands,
Brotherly Love,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,100,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,27,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,9,0,0,1,91,1,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,14,0,0,23,0,0,0,0,5,0,0,0,0,0,0,0,0,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,79,0,1,0,0,0,0,0,0,0,6,10,30,0,Uzbekistan,Vanuatu,Vatican City,Venezuela,Vietnam,Wallis & Futuna,Western Sahara,Yemen,Zambia,Zimbabwe,Åland Islands,
Just Before I Go,0,57,0,0,0,0,0,0,0,24,0,0,49,7,0,0,0,29,0,0,9,0,0,0,0,0,79,0,0,10,0,0,0,15,0,0,0,0,30,0,0,0,0,0,23,0,0,0,11,0,0,0,0,29,57,0,0,0,19,0,22,0,0,25,10,15,0,0,0,0,0,0,0,0,17,8,0,0,0,0,0,39,6,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,14,12,0,18,15,19,0,52,0,29,9,0,2,0,18,0,33,0,0,27,0,0,33,0,0,0,0,0,27,0,0,58,0,0,24,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,11,0,0,0,0,0,21,0,49,0,0,20,0,0,0,0,29,0,33,0,0,0,0,0,8,100,0,20,21,27,43,34,6,0,0,0,0,18,0,67,0,0,32,0,11,32,0,0,62,0,6,0,7,36,0,0,0,0,0,0,0,0,0,0,0,25,10,0,0,9,0,0,14,0,0,0,0,0,0,8,0,0,0,0,0,0,5,32,33,32,26,Uzbekistan,Vanuatu,Vatican City,Venezuela,Vietnam,Wallis & Futuna,Western Sahara,Yemen,Zambia,Zimbabwe,Åland Islands,
Little Boy,0,0,0,0,0,0,0,0,0,6,0,0,38,14,0,0,0,100,0,0,9,0,0,0,0,16,0,0,0,5,0,0,0,11,0,0,0,0,35,0,0,0,0,0,8,3,0,0,5,0,0,0,0,0,13,0,0,0,9,0,13,0,0,0,0,7,0,0,0,0,0,0,0,0,10,5,0,0,0,0,0,0,10,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,10,9,0,38,11,7,0,35,0,8,7,75,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,12,0,34,0,0,33,0,0,0,0,17,0,63,0,0,0,0,0,5,39,0,7,7,0,0,9,3,0,0,0,0,8,0,0,0,0,21,0,0,0,0,0,31,0,7,0,6,78,0,0,0,0,0,0,0,0,0,0,0,12,10,0,0,4,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,21,37,58,0,Uzbekistan,Vanuatu,Vatican City,Venezuela,Vietnam,Wallis & Futuna,Western Sahara,Yemen,Zambia,Zimbabwe,Åland Islands,
The Age of Adaline,0,57,29,0,0,0,0,0,0,7,0,0,33,8,20,0,53,24,0,0,21,0,0,0,0,0,34,0,0,4,0,0,0,20,0,0,0,0,22,0,0,0,0,0,8,0,0,0,5,0,0,0,0,13,42,0,0,56,17,0,17,0,0,18,0,34,0,0,0,0,0,0,0,0,8,7,0,0,0,0,0,56,5,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,27,12,0,10,17,20,18,29,0,21,6,0,1,0,44,0,0,0,97,47,0,0,40,51,0,0,0,0,21,0,0,70,0,0,24,0,0,74,0,0,0,0,0,8,0,43,0,0,0,0,28,0,0,0,0,0,24,0,40,0,0,12,0,0,0,0,21,0,31,0,0,0,0,0,0,43,0,9,17,46,36,100,2,0,0,0,0,52,0,59,0,0,34,0,20,30,0,0,24,0,7,0,5,23,0,0,0,0,0,0,0,0,0,0,0,22,14,0,0,17,0,0,20,0,0,0,0,0,52,11,0,0,0,0,0,0,3,39,19,24,0,Uzbekistan,Vanuatu,Vatican City,Venezuela,Vietnam,Wallis & Futuna,Western Sahara,Yemen,Zambia,Zimbabwe,Åland Islands,
Avengers: Age of Ultron,0,0,0,0,0,0,0,0,0,12,0,0,38,8,0,0,0,56,0,0,7,0,0,0,0,43,0,0,0,4,0,0,0,9,0,0,0,0,31,0,0,0,0,0,19,0,0,0,12,0,0,0,0,25,19,0,0,0,24,0,15,0,0,21,18,23,0,0,0,0,0,0,0,0,10,4,0,0,0,0,0,0,8,0,0,17,0,0,0,0,28,0,0,0,0,0,0,0,15,7,0,51,31,16,0,36,0,12,25,0,1,0,0,0,20,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,11,0,38,0,0,22,0,0,0,0,17,0,64,0,0,0,0,0,14,100,0,7,12,56,37,22,1,0,0,0,0,13,0,19,0,0,58,0,10,0,0,0,35,0,11,0,3,50,0,0,0,0,0,0,0,0,0,0,0,16,7,0,0,4,0,0,22,0,0,0,0,99,0,9,0,0,0,0,0,0,0,40,36,36,0,Uzbekistan,Vanuatu,Vatican City,Venezuela,Vietnam,Wallis & Futuna,Western Sahara,Yemen,Zambia,Zimbabwe,Åland Islands,
Far from the Madding Crowd,0,0,0,0,0,0,0,0,0,6,0,0,69,8,0,0,0,23,0,0,27,0,0,0,0,0,0,0,0,3,0,0,0,11,0,0,0,0,44,0,0,0,0,0,9,4,0,0,3,0,0,0,0,0,21,0,0,0,19,0,38,0,0,0,0,13,0,0,0,0,0,0,0,0,9,10,0,0,0,0,0,0,5,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,28,19,0,17,5,21,0,79,0,15,8,0,1,0,21,0,0,0,0,24,0,0,0,39,0,0,0,0,17,0,0,0,0,0,10,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,12,0,0,0,0,0,20,0,59,0,0,12,0,0,0,0,17,0,33,0,0,0,0,0,0,21,0,7,12,0,0,29,2,0,0,0,0,17,0,25,0,0,36,0,15,0,0,0,47,0,7,0,8,0,0,0,0,0,0,0,0,0,0,0,0,18,14,0,0,9,0,0,9,0,0,0,0,0,0,8,0,0,0,0,0,0,3,29,100,34,0,Uzbekistan,Vanuatu,Vatican City,Venezuela,Vietnam,Wallis & Futuna,Western Sahara,Yemen,Zambia,Zimbabwe,Åland Islands,
The D Train,0,0,24,0,0,0,0,0,0,21,0,0,71,28,0,0,0,36,0,0,24,0,0,0,0,0,46,0,0,8,0,0,0,0,0,0,0,0,56,0,0,0,0,0,17,0,0,0,6,0,0,0,0,0,47,0,0,0,13,0,24,0,0,0,0,19,0,0,0,0,0,0,0,0,19,25,0,0,0,0,0,0,21,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,26,24,0,50,19,14,0,100,0,36,10,0,3,0,40,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,15,0,0,0,0,0,18,0,70,0,0,44,0,0,0,0,32,0,49,0,0,0,0,0,0,70,0,18,21,0,0,36,4,0,0,0,0,34,0,35,0,0,44,0,27,0,0,0,84,0,20,0,20,76,0,0,0,0,0,0,0,0,0,0,0,31,28,0,0,13,0,0,13,0,0,0,0,0,0,6,0,0,0,0,0,0,0,46,64,97,0,Uzbekistan,Vanuatu,Vatican City,Venezuela,Vietnam,Wallis & Futuna,Western Sahara,Yemen,Zambia,Zimbabwe,Åland Islands,
Hot Pursuit,0,0,53,0,0,0,0,0,0,29,63,0,27,22,35,0,0,43,0,42,19,0,0,0,0,21,71,0,0,27,0,0,0,43,0,0,0,0,23,0,0,0,0,0,47,0,0,0,30,0,0,0,0,47,53,0,0,0,61,0,18,0,0,58,23,38,67,0,0,71,0,0,0,0,18,18,0,0,0,0,0,80,25,0,0,27,0,0,0,0,54,0,0,0,0,0,0,0,13,82,0,39,24,29,0,19,0,28,21,84,2,0,32,35,33,0,0,29,0,0,52,0,0,0,0,0,56,0,0,80,0,0,37,0,0,0,0,0,0,0,0,27,0,90,0,0,0,0,39,0,0,0,0,0,22,0,27,0,0,15,0,0,0,0,25,0,85,0,0,51,0,0,21,43,0,67,43,0,0,100,37,0,0,0,0,21,0,66,0,0,27,0,60,36,0,0,34,0,9,0,19,97,0,0,0,0,0,0,0,0,0,0,0,18,15,0,0,5,0,0,24,0,0,0,0,92,57,38,0,0,0,0,0,0,51,33,21,20,43,Uzbekistan,Vanuatu,Vatican City,Venezuela,Vietnam,Wallis & Futuna,Western Sahara,Yemen,Zambia,Zimbabwe,Åland Islands,
Maggie,0,0,0,0,0,0,0,0,0,30,0,0,100,28,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,81,0,0,0,0,0,30,18,0,0,15,0,0,0,0,0,27,0,0,0,28,0,33,0,0,0,0,10,0,0,0,0,0,0,0,0,29,24,0,0,0,0,0,0,27,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,70,31,0,18,17,0,0,92,0,13,35,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,32,0,80,0,0,0,0,0,0,0,41,0,19,0,0,0,0,0,18,56,0,19,24,0,0,16,4,0,0,0,0,8,0,18,0,0,87,0,30,0,0,0,49,0,20,0,26,0,0,0,0,0,0,0,0,0,0,0,0,37,27,0,0,23,0,0,12,0,0,0,0,0,0,9,0,0,0,0,0,0,0,25,83,95,0,Uzbekistan,Vanuatu,Vatican City,Venezuela,Vietnam,Wallis & Futuna,Western Sahara,Yemen,Zambia,Zimbabwe,Åland Islands,
Mad Max: Fury Road,0,0,26,0,0,0,0,0,0,18,0,0,100,34,0,0,0,71,0,0,25,0,0,0,0,0,0,0,0,12,0,0,0,15,0,0,0,0,64,0,0,0,0,0,25,0,0,0,19,0,0,0,0,32,53,0,0,0,20,0,30,0,0,0,15,23,0,0,0,0,0,0,0,0,37,44,0,0,0,0,0,0,32,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,30,28,0,51,22,37,0,67,0,15,37,0,3,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,27,0,0,0,0,0,21,0,78,0,0,23,0,0,0,0,33,0,90,0,0,0,0,0,11,66,0,12,18,52,0,45,8,0,0,0,0,22,0,45,0,0,53,0,0,0,0,0,48,0,17,0,16,55,0,0,0,0,0,0,0,0,0,0,0,30,29,0,0,8,0,0,24,0,0,0,0,0,0,29,0,0,0,0,0,0,5,58,57,59,0,Uzbekistan,Vanuatu,Vatican City,Venezuela,Vietnam,Wallis & Futuna,Western Sahara,Yemen,Zambia,Zimbabwe,Åland Islands,
Pitch Perfect 2,0,0,0,0,0,0,0,0,0,5,0,0,38,14,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,2,0,0,100,0,0,0,0,0,24,0,0,0,0,0,9,0,0,0,4,0,0,0,0,0,10,0,0,0,4,0,12,0,0,0,0,5,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,12,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,14,5,0,4,15,5,0,23,0,7,7,0,1,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,7,0,0,0,0,0,10,0,41,0,0,17,0,0,0,0,12,0,8,0,0,0,0,0,4,87,0,10,6,28,0,8,0,0,0,0,0,7,0,9,0,0,36,0,0,0,0,0,37,0,4,0,3,17,0,0,0,0,0,0,0,0,0,0,0,11,10,0,0,8,0,0,10,0,0,0,0,0,0,3,0,0,0,0,0,0,0,18,23,27,0,Uzbekistan,Vanuatu,Vatican City,Venezuela,Vietnam,Wallis & Futuna,Western Sahara,Yemen,Zambia,Zimbabwe,Åland Islands,
