	title	year	rated	min_age	runtime(min)	genres	director	actors	plot	languages	country	awards	imdbRating	rottenTomatoesRating	metacriticRating	boxoffice	production	ReleaseDate	YearReleased	MonthReleased	viewCount	commentCount	likeCount	dislikeCount	Production Budget	Domestic Total Gross	Distributor	polarity	subjectivity	polarity_confidence	subjectivity_confidence
980	Did You Hear About the Morgans?	2009	PG-13	13	103	Comedy; Drama; Romance	Marc Lawrence	Hugh Grant; Sarah Jessica Parker; Natalia Klimas; Vincenzo Amato	Meryl and Paul Morgan have separated since his infidelity Hes a Manhattan lawyer seeking forgiveness Shes moved on focusing on real estate sales As he walks her to an appointment one evening pleading his case they witness a murder the murderer sees them The FBI wants them in witness protection until the killer is caught Hes already hunting them The FBI sends them to Ray Wyoming a tiny ranch town where they stay with the aging sheriff and his gun-toting wife (whos his deputy) Meryl and Paul must sort out their relationship while their New York ways bump up against those of the West Meantime Meryl knows two things that Paul doesnt	English; Ukrainian; French; Italian; Spanish	USA	1 nomination	4.8	12.0	27	29580087.0	Sony Pictures/Columbia	18-Dec-09	2009	12	257052.0	40.0	241.0	24.0	58000000	29580087	Sony / Columbia	neutral	subjective	0.503828585	1.0
981	Red Tails	2012	PG-13	13	125	Action; Adventure; Drama	Anthony Hemingway	Terrence Howard; Cuba Gooding Jr.; Nate Parker; David Oyelowo	Italy 1944 As the war takes its toll on Allied forces in Europe a squadron of black pilots known as the Tuskegee Airmen are finally given the chance to prove themselves in the sky - even as they battle discrimination on the ground Its a tribute to the unsung heroes who rose above extraordinary challenges and ultimately soared into history	English; German; Italian	USA	2 wins & 9 nominations	5.9	40.0	46	49500000.0	20th Century Fox	20-Jan-12	2012	1	40022.0	6.0	38.0	7.0	58000000	49876377	Fox	neutral	subjective	0.481041402	1.0
982	The Internship	2013	PG-13	13	119	Comedy	Shawn Levy	Vince Vaughn; Owen Wilson; Rose Byrne; Aasif Mandvi	Billy (Vince Vaughn) and Nick (Owen Wilson) are salesmen whose careers have been torpedoed by the digital world Trying to prove they are not obsolete they defy the odds by talking their way into a coveted internship at Google along with a battalion of brilliant college students But gaining entrance to this utopia is only half the battle Now they must compete with a group of the nations most elite tech-savvy geniuses to prove that necessity really is the mother of re-invention	English; Tagalog; Cantonese; Mandarin; Spanish	USA	2 nominations	6.3	35.0	42	44400000.0	20th Century Fox	7-Jun-13	2013	6	5184576.0	2317.0	11314.0	619.0	58000000	44672764	Fox	neutral	subjective	0.796396554	1.0
983	Deadpool	2016	R	17	108	Action; Adventure; Comedy	Tim Miller	Ryan Reynolds; Karan Soni; Ed Skrein; Michael Benyaer	This is the origin story of former Special Forces operative turned mercenary Wade Wilson who after being subjected to a rogue experiment that leaves him with accelerated healing powers adopts the alter ego Deadpool Armed with his new abilities and a dark twisted sense of humor Deadpool hunts down the man who nearly destroyed his life	English	USA	Nominated for 2 Golden Globes Another 27 wins & 73 nominations	8.0	83.0	65	328674489.0	20th Century Fox	12-Feb-16	2016	2	17554923.0	4177.0	102772.0	3204.0	58000000	363070709	Fox	neutral	subjective	0.861495912	1.0
984	Flyboys	2006	PG-13	13	140	Action; Adventure; Drama	Tony Bill	James Franco; Scott Hazell; Mac McDonald; Philip Winchester	Before the United States enters World War I some American youths volunteer for the French military Subsequently they become the first US fighter pilots and form a squadron known as the Lafayette Escadrille whose exploits and heroism become the stuff of legend This fictional version follows a laconic Texas rancher an eager Nebraska kid a Black boxer already in France and a New York swell as they arrive green for training get their baptism by fire when German planes ambush them on their first mission and graduate to heroics Rawlings the Texan falls in love with a young woman he meets at a brothel	English; French	UK; USA	2 wins & 3 nominations	6.5	34.0	47	13048522.0	MGM	22-Sep-06	2006	9	141082.0	33.0	163.0	14.0	60000000	13090630	MGM	neutral	subjective	0.63244313	1.0
985	Norbit	2007	PG-13	13	102	Comedy; Romance	Brian Robbins	Eddie Murphy; Thandie Newton; Terry Crews; Clifton Powell	Norbit is a normal person who after being adopted by Mr Wong ends up being married to the very large Rasputia Norbits childhood love Kate Thomas arrives back in town to buy the orphanage Norbit sees this as his chance to get back together with Kate until he discovers that she is in fact engaged to Deion Hughes Norbit isnt going to lay this to rest whilst he tries to survive life with Rasputia and it looks like Deion also has something he would like to keep secret	English	USA	Nominated for 1 Oscar Another 8 wins & 8 nominations	4.0	9.0	27	95323496.0	Dreamworks Distribution LLC	9-Feb-07	2007	2	3635725.0	726.0	4913.0	419.0	60000000	95673607	Paramount (DreamWorks)	positive	subjective	0.45019725	1.0
986	Journey to the Center of the Earth	2008	PG	7	93	Action; Adventure; Family	Eric Brevig	Brendan Fraser; Josh Hutcherson; Anita Briem; Seth Meyers	Professor Trevor Anderson receives his teenager nephew Sean Anderson He will spend ten days with his uncle while his mother Elizabeth prepares to move to Canada She gives a box to Trevor that belonged to his missing brother Max and Trevor finds a book with references to the last journey of his brother He decides to follow the steps of Max with Sean and they travel to Iceland where they meet the guide Hannah Ásgeirsson While climbing a mountain there is a thunderstorm and they protect themselves in a cave However a lightening collapses the entrance and the trio is trapped in the cave They seek an exit and falls in a hole discovering a lost world in the center of the Earth	English; Icelandic; Italian	USA	3 wins & 3 nominations	5.8	61.0	57	101653320.0	Warner Bros. Pictures	11-Jul-08	2008	7	29485.0	1.0	27.0	1.0	60000000	101704370	Warner Bros. (New Line)	neutral	subjective	0.725462079	1.0
987	Righteous Kill	2008	R	17	101	Crime; Drama; Mystery	Jon Avnet	Robert De Niro; Al Pacino; 50 Cent; Carla Gugino	Turk and Rooster two aging NYPD detectives and longtime partners are hunting a serial killer who is murdering sociopathic criminals They both have personal issues and when they start working with a younger investigative team Perez and Riley tensions between the two teams is inevitable especially since Turk is now living with Perezs ex-girlfriend also a homicide detective	English; Russian; Spanish	USA	1 win & 2 nominations	6.0	19.0	36	39983772.0	Overture Films	12-Sep-08	2008	9	186987.0	60.0	184.0	18.0	60000000	40081410	Overture Films	neutral	subjective	0.723613203	1.0
988	The Tale of Despereaux	2008	G	1	93	Animation; Adventure; Comedy	Sam Fell; Robert Stevenhagen	Matthew Broderick; Dustin Hoffman; Emma Watson; Tracey Ullman	The tale of three unlikely heroes - a misfit mouse who prefers reading books to eating them an unhappy rat who schemes to leave the darkness of the dungeon and a bumbling servant girl with cauliflower ears - whose fates are intertwined with that of the castles princess	English	UK; USA	1 win & 8 nominations	6.1	56.0	53	50818750.0	Universal Pictures	19-Dec-08	2008	12	5804.0	1.0	10.0	1.0	60000000	50877145	Universal	negative	subjective	0.780115604	1.0
989	Coraline	2009	PG	7	100	Animation; Family; Fantasy	Henry Selick	Dakota Fanning; Teri Hatcher; Jennifer Saunders; Dawn French	When Coraline moves to an old house she feels bored and neglected by her parents She finds a hidden door with a bricked up passage During the night she crosses the passage and finds a parallel world where everybody has buttons instead of eyes with caring parents and all her dreams coming true When the Other Mother invites Coraline to stay in her world forever the girl refuses and finds that the alternate reality where she is trapped is only a trick to lure her	English; Russian	USA	Nominated for 1 Oscar Another 7 wins & 43 nominations	7.7	90.0	80	75169351.0	Focus Features	6-Feb-09	2009	2	3002686.0	1716.0	6422.0	882.0	60000000	75286229	Focus Features	negative	subjective	0.777563035	1.0
990	Duplicity	2009	PG-13	13	125	Comedy; Crime; Romance	Tony Gilroy	Clive Owen; Julia Roberts; Tom Wilkinson; Paul Giamatti	Ray works for MI6 Claire for the CIA She burns him in Dubai Jump ahead five years: he sees her in Grand Central and confronts her Both now work in industrial security for corporate giants whose CEOs hate each other Flashbacks fill us in: is it coincidence that he sees her in Grand Central? In about a week one of the firms is going to announce a revolutionary product Under the guise of helping that corporations rival can Ray and Claire work their own theft and find an independent buyer? To work together using the corporate rivalry to their advantage they would have to trust one another - difficult if not impossible Or is one playing the other?	English; Spanish; Russian; German	USA; Germany	Nominated for 1 Golden Globe Another 1 win & 3 nominations	6.2	64.0	69	40559930.0	Universal Pictures	20-Mar-09	2009	3	5742.0	0.0	1.0	0.0	60000000	40572825	Universal	neutral	subjective	0.61102277	1.0
991	Invictus	2009	PG-13	13	134	Biography; Drama; History	Clint Eastwood	Morgan Freeman; Matt Damon; Tony Kgoroge; Patrick Mofokeng	The film tells the inspiring true story of how Nelson Mandela joined forces with the captain of South Africas rugby team to help unite their country Newly elected President Mandela knows his nation remains racially and economically divided in the wake of apartheid Believing he can bring his people together through the universal language of sport Mandela rallies South Africas rugby team as they make their historic run to the 1995 Rugby World Cup Championship match	English; Afrikaans; Maori; Zulu; Xhosa; Southern Sotho	USA	Nominated for 2 Oscars Another 10 wins & 33 nominations	7.4	76.0	74	37431431.0	Warner Bros. Pictures	11-Dec-09	2009	12	7061.0	0.0	1.0	2.0	60000000	37491364	Warner Bros.	positive	subjective	0.764450073	1.0
992	Year One	2009	PG-13	13	97	Adventure; Comedy	Harold Ramis	Jack Black; Michael Cera; Oliver Platt; David Cross	Zed a prehistoric would-be hunter eats from a tree of forbidden fruit and is banished from his tribe accompanied by Oh a shy gatherer On their travels they meet Cain and Abel on a fateful day stop Abraham from killing Isaac become slaves and reach the city of Sodom where their tribe is now enslaved Zed and Oh are determined to rescue the women they love Maya and Eema Standing in their way is Sodoms high priest and the omnipresent Cain Zed tries to form an alliance with Princess Innana which may backfire Can an inept hunter and a smart but slender and diffident gatherer become heroes and make a difference?	English	USA	1 nomination	4.9	15.0	34	43337279.0	Sony Pictures	19-Jun-09	2009	6	808815.0	305.0	1208.0	92.0	60000000	43337279	Sony / Columbia	neutral	subjective	0.722096384	1.0
993	Eat Pray Love	2010	PG-13	13	133	Drama; Romance	Ryan Murphy	Julia Roberts; I. Gusti Ayu Puspawati; Hadi Subiyanto; Billy Crudup	Liz Gilbert (Roberts) had everything a modern woman is supposed to dream of having - a husband a house a successful career - yet like so many others she found herself lost confused and searching for what she really wanted in life Newly divorced and at a crossroads Gilbert steps out of her comfort zone risking everything to change her life embarking on a journey around the world that becomes a quest for self-discovery In her travels she discovers the true pleasure of nourishment by eating in Italy the power of prayer in India and finally and unexpectedly the inner peace and balance of true love in Bali	English; Italian; Portuguese	USA	2 wins & 2 nominations	5.7	36.0	50	80574010.0	Sony Pictures	13-Aug-10	2010	8	4927615.0	1360.0	7415.0	467.0	60000000	80574010	Sony / Columbia	negative	subjective	0.542103052	1.0
994	Resident Evil: Afterlife	2010	R	17	96	Action; Adventure; Horror	Paul W.S. Anderson	Milla Jovovich; Ali Larter; Kim Coates; Shawn Roberts	In a world ravaged by a virus infection turning its victims into the Undead Alice (Jovovich) continues on her journey to find survivors and lead them to safety Her deadly battle with the Umbrella Corporation reaches new heights but Alice gets some unexpected help from an old friend A new lead that promises a safe haven from the Undead takes them to Los Angeles but when they arrive the city is overrun by thousands of Undead - and Alice and her comrades are about to step into a deadly trap	English; Japanese; Spanish	Germany; France; USA; Canada; UK	2 wins & 8 nominations	5.9	23.0	37	60128566.0	Sony Pictures/Screen Gems	10-Sep-10	2010	9	20927708.0	20303.0	30308.0	3304.0	60000000	60128566	Sony / Screen Gems	negative	subjective	0.73412782	1.0
